sprite_table {
scroll_scale_factor_1 1 1
scroll_scale_factor_2 1 1
cell_size 40 40
width 24
height 28
no_cells
sprite_cells
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 126 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 43 0 126 0 90 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 127 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 127 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 50 0 50 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
128 0 129 0 130 0 128 0 129 0 130 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
131 0 0 0 132 0 131 0 0 0 132 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
133 0 134 0 135 0 133 0 134 0 135 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 106 0 136 0 0 0 0 0 0 0 137 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 109 0 136 0 0 0 0 0 0 0 137 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 85 0 86 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 117 0 0 0 0 0 0 0 85 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 72 0 72 0 72 0 72 0 138 0 0 0 0 0 0 0 54 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 54 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 73 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 54 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 119 0 72 0 72 0 72 0 72 0 72 0 72 0 72 0 72 0 72 0 72 0 138 0 0 0 0 0 0 0 0 0 
decorations 3
160 140 139 0
199 -82 139 0
159 -2 140 0

} // layers

entities { 
DeathRayH 13 {
on_duration 1500
off_duration 1500
size 5
operate 191
looping_sound none
position_in_layer 320 280
layer_index 2
}
DeathRayH 14 {
on_duration 1500
off_duration 1500
size 5
operate 191
looping_sound none
position_in_layer 320 40
layer_index 2
}
DeathRayV 16 {
on_duration 1000
off_duration 2000
size 5
operate 191
looping_sound none
position_in_layer 520 80
layer_index 2
}
DeathRayV 18 {
on_duration 1000
off_duration 2000
size 5
operate 191
looping_sound none
position_in_layer 280 80
layer_index 2
}
spikes_S 21 {
position_in_layer 320 440
layer_index 2
}
DoorH 29 {
position_in_layer 360 400
layer_index 2
}
hero/Magneto 63 {
position_in_layer -240 640
layer_index 2
}
Break/Wall 65 {
position_in_layer 80 560
layer_index 2
}
Break/Wall 66 {
position_in_layer 120 560
layer_index 2
}
spikes_W 67 {
position_in_layer 160 680
layer_index 2
}
DoorH 70 {
position_in_layer -40 600
layer_index 2
}
Device/Lever_N 71 {
operate 70
position_in_layer -80 680
layer_index 2
}
Break/Wall 78 {
position_in_layer 40 560
layer_index 2
}
Device/Respawn 90 {
position_in_layer 640 360
layer_index 2
}
bouncer/purple 94 {
affinity_target balloon
killer false
magneto_killer false
region 95
position_in_layer 19 79
layer_index 2
}
Spec/Region 95 {
size 124 280
position_in_layer -1 1
layer_index 2
}
DoorV 100 {
position_in_layer 160 200
layer_index 2
}
DoorV 101 {
position_in_layer 160 40
layer_index 2
}
Spec/SignalPlexor 103 {
operate_1 101
operate_2 100
position_in_layer 581 223
layer_index 2
}
Device/button_E 104 {
operate 180
position_in_layer -40 240
layer_index 2
}
Device/button_E 105 {
operate 179
position_in_layer -40 120
layer_index 2
}
Device/button_E 106 {
operate 178
position_in_layer -40 0
layer_index 2
}
steelspikes_E 107 {
position_in_layer -40 180
layer_index 2
}
steelspikes_N 108 {
position_in_layer 0 280
layer_index 2
}
steelspikes_S 109 {
position_in_layer 0 -40
layer_index 2
}
steelspikes_W 110 {
position_in_layer 120 140
layer_index 2
}
steelspikes_E 111 {
position_in_layer -40 60
layer_index 2
}
steelspikes_S 112 {
position_in_layer 80 -40
layer_index 2
}
steelspikes_N 113 {
position_in_layer 80 280
layer_index 2
}
Crate/solid 115 {
broken true
position_in_layer 220 -20
layer_index 2
}
CrateSpawner 116 {
crate 115
position_in_layer 200 -40
layer_index 2
}
Spec/Region 118 {
size 137 30
operate 29
on_signal 0
position_in_layer 352 345
layer_index 2
}
Spec/SignalCombiner 122 {
threshold 3
operate 188
position_in_layer 229 142
layer_index 2
}
Spec/LevelExit 126 {
position_in_layer 560 -120
layer_index 2
}
krapnik_E 128 {
position_in_layer 357 850
layer_index 2
}
krapnik_W 130 {
position_in_layer 436 849
layer_index 2
}
Device/Respawn 136 {
position_in_layer 200 800
layer_index 2
}
multishot/volcano 138 {
shot_delay 100 400
shot_angle 80 130
shot_entity shot/popcorn/gravity2
position_in_layer 393 831
layer_index 2
}
krapnik_E 142 {
position_in_layer 338 891
layer_index 2
}
krapnik_W 145 {
position_in_layer 457 895
layer_index 2
}
krapnik_W 146 {
position_in_layer 466 940
layer_index 2
}
krapnik_N 150 {
position_in_layer 89 978
layer_index 2
}
krapnik_N 158 {
position_in_layer 130 970
layer_index 2
}
krapnik_N 159 {
position_in_layer 153 986
layer_index 2
}
krapnik_N 160 {
position_in_layer 213 982
layer_index 2
}
krapnik_N 161 {
position_in_layer 252 977
layer_index 2
}
krapnik_N 162 {
position_in_layer 316 980
layer_index 2
}
krapnik_N 163 {
position_in_layer 336 966
layer_index 2
}
krapnik_N 164 {
position_in_layer 396 982
layer_index 2
}
krapnik_N 165 {
position_in_layer 431 969
layer_index 2
}
SEMAFOR 175 {
position_in_layer -80 0
layer_index 2
}
SEMAFOR 176 {
position_in_layer -80 120
layer_index 2
}
SEMAFOR 177 {
position_in_layer -80 240
layer_index 2
}
Spec/SignalPlexor 178 {
operate_1 175
operate_2 122
position_in_layer -138 53
layer_index 2
}
Spec/SignalPlexor 179 {
operate_1 176
operate_2 122
position_in_layer -142 183
layer_index 2
}
Spec/SignalPlexor 180 {
operate_1 177
operate_2 122
position_in_layer -141 290
layer_index 2
}
Crate/solid 181 {
position_in_layer -20 460
layer_index 2
}
Crate/solid 182 {
position_in_layer 20 460
layer_index 2
}
Crate/solid 183 {
position_in_layer 60 460
layer_index 2
}
Spec/Region 184 {
size 120 80
balloon true
magneto false
killer true
position_in_layer 360 440
layer_index 2
}
Spec/Actions/Camera 185 {
a1_target 29
a2_target 29
a3_delay 700
position_in_layer 550 524
layer_index 2
}
Device/FloorPermanent 186 {
operate 187
position_in_layer 680 200
layer_index 2
}
Spec/Actions/Camera 187 {
a1_target 101
a2_target 103
a2_action signal1
position_in_layer 874 140
layer_index 2
}
Spec/Actions/Camera 188 {
a1_target 115
a2_target 116
a2_action signal1
a3_delay 1500
position_in_layer -262 124
layer_index 2
}
Spec/LevelBoundary 189 {
position_in_layer 640 960
layer_index 2
}
Spec/LevelBoundary 190 {
position_in_layer -200 -160
layer_index 2
}
Spec/SignalCombiner 191 {
threshold 1
operate 192
position_in_layer 429 -10
layer_index 2
}
SoundDeathRay 192 {
size 180 180
position_in_layer 331 90
layer_index 2
}
SoundMachine 193 {
size 250 80
position_in_layer -27 -186
layer_index 2
}
Device/Lever_E 194 {
operate 195
off_signal 1
position_in_layer 200 560
layer_index 2
}
Spec/SignalPlexor 195 {
operate_1 185
operate_2 29
position_in_layer 299 551
layer_index 2
}
} // entities
