sprite_table {
spikes_S 24 {
delay_to_fwd 2500
delay_to_bwd 1000
position_in_layer 880 520
layer_index 2
}
spikes_S 25 {
delay_to_bwd 1000
position_in_layer 1040 520
layer_index 2
}
shooter/drop 26 {
position_in_layer 1020 820
layer_index 2
}
Crate 27 {
position_in_layer 920 460
layer_index 2
}
Crate 28 {
position_in_layer 960 460
layer_index 2
}
Door2V 33 {
position_in_layer 320 320
layer_index 2
}
Spec/Region 34 {
size 120 40
balloon true
operate 35
position_in_layer 320 600
layer_index 2
}
Spec/SignalPlexor 35 {
operate_1 1
operate_2 53
operate_3 51
position_in_layer 357 521
layer_index 2
}
Spec/SignalPlexor 36 {
operate_1 2
operate_2 50
operate_3 52
position_in_layer 241 521
layer_index 2
}
Spec/Region 37 {
size 120 40
balloon true
operate 36
position_in_layer 200 600
layer_index 2
}
Spec/Region 38 {
size 120 80
balloon true
operate 39
position_in_layer 280 320
layer_index 2
}
Spec/SignalPlexor 39 {
operate_1 33
operate_2 49
operate_3 55
position_in_layer 320 240
layer_index 2
}
Device/Teleport 40 {
target 41
looping_sound none
position_in_layer 280 840
layer_index 2
}
Spec/SignalPlexor 41 {
position_in_layer 139 580
layer_index 2
}
Device/Teleport 43 {
target 56
position_in_layer 520 640
layer_index 2
}
Device/Respawn 45 {
bubble true
position_in_layer 560 840
layer_index 2
}
SoundTerminal 46 {
position_in_layer 160 558
layer_index 2
}
SoundComputer 47 {
position_in_layer -20 578
layer_index 2
}
SoundTV 48 {
size 40 40
position_in_layer 182 844
layer_index 2
}
photo 49 {
position_in_layer 341 280
layer_index 2
}
photo 50 {
position_in_layer 219 560
layer_index 2
}
photo 51 {
position_in_layer 382 560
layer_index 2
}
photo 52 {
position_in_layer 280 580
layer_index 2
}
photo 53 {
position_in_layer 320 580
layer_index 2
}
photo 55 {
position_in_layer 280 301
layer_index 2
}
Device/Teleport 56 {
looping_sound none
position_in_layer 320 800
layer_index 2
}
} // entities
